source_identifier,model,remote_files,parents,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,artist,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial,spatial_local,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of
acwiley:327,Image,,collections:acwiley,0012_000458_000048 | cw010749 | acwiley:327 | record_spc_4837,,,,,,Pencil drawn figure drawing of woman and spinning wheel,,"Sitting figure study, pencil",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:319,Image,,collections:acwiley,0012_000458_000040 | cw010530 | acwiley:319 | record_spc_4829,,,,,,Pencil drawn figure drawing of woman sitting,,"Sitting figure study, pencil",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:326,Image,,collections:acwiley,0012_000458_000047 | cw010648 | acwiley:326 | record_spc_4836,,,,,,Pencil drawn figure drawing of woman reclining,,"Reclining figure study, pencil",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:356,Image,,collections:acwiley,0012_000458_000077 | cw011078 | acwiley:356 | record_spc_4866,,,,,,Pencil figure drawing of a man,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:324,Image,,collections:acwiley,0012_000458_000045 | cw010646 | acwiley:324 | record_spc_4834,,,,,,Pencil drawn figure drawing of woman reclining,,"Reclining figure study, pencil",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:295,Image,,collections:acwiley,0012_000458_000016 | cw010217 | acwiley:295 | record_spc_4961,,,,,,Charcoal drawn portrait study of man,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:294,Image,,collections:acwiley,0012_000458_000015 | cw010216 | acwiley:294 | record_spc_4960,,,,,,Pencil drawn portrait study of man,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:358,Image,,collections:acwiley,0012_000458_000079 | cw011080 | acwiley:358 | record_spc_4898,,,,,,Drawing of a map of South America,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85080865 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:436,Image,,collections:acwiley,0012_000458_000157 | cw0202170 | acwiley:436 | record_spc_4978,,,,,,Yearbook illustrations ink: class and year drawings,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:375,Image,,collections:acwiley,0012_000458_000096 | cw011298 | acwiley:375 | record_spc_4884,,,,,,Pencil figure drawing of two or more individuals,,"Group figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:344,Image,,collections:acwiley,0012_000458_000065 | cw010966 | acwiley:344 | record_spc_4854,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:417,Image,,collections:acwiley,0012_000458_000138 | cw0118145 | acwiley:417 | record_spc_4939,,,,,,Pencil drawn buggy,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:342,Image,,collections:acwiley,0012_000458_000063 | cw010964 | acwiley:342 | record_spc_4852,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:283,Image,,collections:acwiley,0012_000458_000004 | cw010104 | acwiley:283 | record_spc_4949,,,,,,Pencil drawn portrait study of woman,,"Portrait study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:309,Image,,collections:acwiley,0012_000458_000030 | cw010442 | acwiley:309 | record_spc_4819,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:399,Image,,collections:acwiley,0012_000458_000120 | cw0117126 | acwiley:399 | record_spc_4921,,,,,,Black and white ink drawn bookplate design,,"Bookplate design, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85015646 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng | http://id.loc.gov/vocabulary/iso639-2/lat,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:334,Image,,collections:acwiley,0012_000458_000055 | cw010756 | acwiley:334 | record_spc_4844,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:335,Image,,collections:acwiley,0012_000458_000056 | cw010857 | acwiley:335 | record_spc_4845,,,,,,Charcoal figure drawing of a woman,,"Figure study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:340,Image,,collections:acwiley,0012_000458_000061 | cw010962 | acwiley:340 | record_spc_4850,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:449,Image,,collections:acwiley,0012_000458_000170 | cw0206185a | acwiley:449 | record_spc_4889,,,,,,Figure sketch in charcoal,,"Figure study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:409,Image,,collections:acwiley,0012_000458_000130 | cw0118136 | acwiley:409 | record_spc_4931,,,,,,Font design study,,"Sketch, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh97005138 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:347,Image,,collections:acwiley,0012_000458_000068 | cw010969 | acwiley:347 | record_spc_4857,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:410,Image,,collections:acwiley,0012_000458_000131 | cw0118137 | acwiley:410 | record_spc_4932,,,,,,Pencil drawn boat,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85015159 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:285,Image,,collections:acwiley,0012_000458_000006 | cw010106 | acwiley:285 | record_spc_4951,,,,,,Charcoal drawn portrait study of woman,,"Portrait study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm008085,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:408,Image,,collections:acwiley,0012_000458_000129 | cw0118135 | acwiley:408 | record_spc_4930,,,,,,Pencil drawn cityscape,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm002107,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:442,Image,,collections:acwiley,0012_000458_000163 | cw0203176 | acwiley:442 | record_spc_4984,,,,,,Yearbook illustrations in ink: clubs,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:364,Image,,collections:acwiley,0012_000458_000085 | cw011186 | acwiley:364 | record_spc_4873,,,,,,Pencil figure drawing of a man,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:441,Image,,collections:acwiley,0012_000458_000162 | cw0203175 | acwiley:441 | record_spc_4983,,,,,,Yearbook illustrations in ink: clubs,,"Illustration, inks",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,Tennessee,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85149058 | http://id.loc.gov/authorities/subjects/sh85147447,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/eng,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:314,Image,,collections:acwiley,0012_000458_000035 | cw010525 | acwiley:314 | record_spc_4824,,,,,,Charcoal figure drawing of woman sitting,,"Sitting figure study, charcoal",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:362,Image,,collections:acwiley,0012_000458_000083 | cw011184 | acwiley:362 | record_spc_4871,,,,,,Pencil figure drawing of a child,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85023533 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:385,Image,,collections:acwiley,0012_000458_000106 | cw0114108 | acwiley:385 | record_spc_4907,,,,,,Pencil drawn nature study of trees and plants,,"Landscape, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85137260 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm005790,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:349,Image,,collections:acwiley,0012_000458_000070 | cw011071 | acwiley:349 | record_spc_4859,,,,,,Pencil figure drawing of a man,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85083526 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:303,Image,,collections:acwiley,0012_000458_000024 | cw010436 | acwiley:303 | record_spc_4813,,,,,,Pencil figure drawing of a woman,,"Figure study, pencils",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
acwiley:312,Image,,collections:acwiley,0012_000458_000033 | cw010523 | acwiley:312 | record_spc_4822,,,,,,Pencil figure drawing of a woman,,"Standing figure study, pencils, image fragment",,http://id.loc.gov/authorities/names/nr92031762,1895-1897,,,1895/1897,,,,,,,,,,,,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Anna Catherine Wiley Sketches Collection, MS.1287",http://id.loc.gov/authorities/subjects/sh85147554 | http://id.loc.gov/authorities/subjects/sh85147447 | http://id.loc.gov/vocabulary/graphicMaterials/tgm003961,,http://vocab.getty.edu/aat/300015617,http://id.loc.gov/vocabulary/resourceTypes/img,,http://id.loc.gov/vocabulary/iso639-2/zxx,,https://n2t.net/ark:/87290/v8vx0dpf
